,name,id,price,promo_price,brand,url
100,"Сухой корм для стерилизованных кошек с уткой и индейкой, 1,5 кг",1053742,1499,1499,AlphaPet,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-s-utkoy-i-indeykoy.html?offer=146239
101,"Prescription Diet k/d Сухой диетический корм для кошек при хронической болезни почек, с курицей, 1,5 кг",1003650,3999,3999,Hill's,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Hills_KD_dieticheskiy_suhoy_korm_dlya_koshek_pri_zabolevaniyah_pochek.html?offer=45803
102,"Prescription Diet s/d Urinary Care Сухой диетический корм для кошек при профилактике мочекаменной болезни (мкб), с курицей, 1,5 кг",1003651,3295,3295,Hill's,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Hills_suhoy_korm_dlya_sobak_melkih_i_karlikovyh_porod_starshe_7et_kuritsey.html?offer=45804
103,"Science Plan Сухой корм для котят для здорового роста и развития, с курицей, 1,5 кг",1037136,1804,1804,Hill's,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Hills_suhoy_korm_dlya_kotyat_i_beremennyh_koshek_kuritsey.html?offer=104595
104,"Veterinary Diets NF Renal Function Early care (Начальная стадия) сухой корм для взрослых кошек для поддержания функции почек при хронической почечной недостаточности, 1,5 кг",1054472,3369,3369,PRO PLAN® Veterinary Diets,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/veterinary-diets-nf-suhoy-korm-early-care-dlya-podderzhaniya-funkcii-pochek-na-nachalnoy-stadii-350g.html?offer=148054
105,"Сухой корм для взрослых кошек с чувствительным пищеварением с ягненком, 1,5 кг",1053743,1332,1332,AlphaPet,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-koshek-s-yagnenkom.html?offer=146241
106,"Adult Sterilized Sensitive сухой корм для стерилизованных кошек с тунцом, 1,5 кг",1054023,1069,1069,UNICA,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-s-tuncom1.html?offer=146995
107,"Delicate сухой корм для взрослых кошек при чувствительном пищеварении с индейкой, 400 г",1000010,559,559,PRO PLAN®,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Pro_Plan_Delicate_suhoy_korm_dlya_koshek_s_chuvstvitelnym_pishchevareniem_indeykaris.html?offer=45696
108,"Functional Nutrition Корм сухой для стерилизованных кошек старше 7 лет, с сельдью и лососем, 1,5 кг",1057071,1499,1499,Mealfeel,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-starshe-7-let-s-seldyu-i-lososem-400g.html?offer=156068
109,"Kitten корм для здорового роста котят в возрасте от 1 до 12 месяцев, беременных и кормящих кошек, с курицей, 1,5 кг",1027894,1999,1999,Monge,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/monge-cat-korm-dlya-kotyat-1-5-kg.html?offer=81097
110,"Nature Elements Сухой корм для взрослых кошек с чувствительным пищеварением или особыми предпочтениями в еде, с высоким содержанием индейки, 1,4 кг",1048578,1935,1935,PRO PLAN®,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/pro-plan-natel-koshka-pishch-ind-10x200g.html?offer=131692
111,"Premium Cat Sterilized Salmon&Chicken сухой корм для стерилизованных кошек с лососем и курицей, 2кг",1051399,1259,1259,Brit,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/premium-cat-sterilized-salmon-chicken-suhoy-korm-dlya-sterilizovannyh-koshek-s-lososem-i-kuricey-400g.html?offer=139534
112,"Indoor 27 корм для домашних кошек c нормальным весом от 1 до 7 лет, 2 кг",1000713,2517,2517,Royal Canin,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Royal_Canin_Indoor_27_suhoy_korm_dlya_domashnih_koshek.html?offer=45710
113,"Fit 32 корм для бывающих на улице кошек в возрасте от 1 до 7 лет, 2 кг",1000716,2015,2015,Royal Canin,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Royal_Canin_Fit_32_suhoy_korm_dlya_koshek_s_umerennoy_aktivnostyu.html?offer=45707
114,"Original сухой корм для котят с курицей, 1,5 кг",1003601,1819,1819,PRO PLAN®,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Pro_Plan_Kitten_suhoy_korm_dlya_kotyat_kuritsaris.html?offer=41890
115,"Hair and Skin Care 33 корм для взрослых кошек в целях поддержания здоровья кожи и шерсти, 2 кг",1000717,3115,3115,Royal Canin,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Royal_Canin_Hair_Skin_33_suhoy_korm_dlya_koshek_dlya_zdorovya_shersti_i_kogi.html?offer=48615
116,"Prescription Diet Gastrointestinal Biome Сухой диетический корм для кошек при расстройствах пищеварения и для заботы о микробиоме кишечника, с курицей, 1,5 кг",1037482,3751,3751,Hill's,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/hills-suh-1-5kg-d-koshek-biom-zabolevaniya-zhkt.html?offer=105178
117,"Renal RF23 корм для взрослых кошек с хронической почечной недостаточностью, 2 кг",1000385,3865,3865,Royal Canin,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Royal_Canin_Renal_dieticheskiy_suhoy_korm_dlya_koshek_pri_pochechnoy_nedostatochnosti.html?offer=42564
118,"Корм сухой для взрослых кошек лосось, 2кг",1051390,1089,1089,Brit,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-koshek-losos.html?offer=139523
119,"Sterilised сухой корм для взрослых кошек для стерилизованных c уткой и печенью, 400 г",1038356,609,609,PRO PLAN®,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/pro-plan-cat-d-ster-utka-pechen-400g.html?offer=108467
120,"Hairball Care корм для взрослых кошек в целях профилактики образования волосяных комочков в ЖКТ, 400 г",1000721,685,685,Royal Canin,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Royal_Canin_Intense_Hairball_34_suhoy_korm_dlya_koshek_dlya_vyvoda_shersti.html?offer=41909
121,"Корм сухой для кошек Роял Канин Стерилайзд 12+, пак. 400 г",1029492,447,447,Royal Canin,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-royal-kanin-sterilayzd-12-pak-400-g.html?offer=84512
122,"Корм для стерилизованных кошек с лососем, 1,5 кг",1052489,748,748,DELICANA,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-dlya-sterilizovannyh-koshek-s-lososem.html?offer=142898
123,"Корм сухой для взрослых стерилизованных кошек с цыпленком, лососем и рисом, 1 г",1049923,729,729,UnoCat,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-sterilizovannyh-koshek-s-cyplenkom-lososem-i-risom.html?offer=135829
124,"Корм сухой для котят, с курицей, 400 гр.",1056875,599,599,Grandin,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-sukhoy-dlya-kotyat-s-kuritsey-1.html?offer=155678
125,"Sterilised сухой корм для взрослых кошек для поддержания органов чувств у стерилизованных с лососем, 1,5 кг",1030240,2075,2075,PRO PLAN®,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/proplan-suh-400g-dlya-sterilizovannyh-koshek-chuvstvitelnoe-pishchevarenie-s.html?offer=86134
126,"Корм сухой для взрослых домашних кошек с тунцом, лососем и рисом, 1 кг",1049925,345,345,UnoCat,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-domashnih-koshek-s-tuncom-lososem-i-risom.html?offer=135832
127,"Корм сухой для котят с цыпленком и рисом, 1 кг",1049922,689,689,UnoCat,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-kotyat-s-cyplenkom-i-risom.html?offer=135828
128,"Premium Cat Sensitive сухой корм для кошек с чувствительным пищеварением с ягненком и индейкой, 2 кг",1051393,1279,1279,Brit,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/premium-cat-sensitive-suhoy-korm-dlya-koshek-s-chuvstvitelnym-pishchevareniem-s-yagnenkom-i-indeykoy-400g.html?offer=139527
129,"WOW Сухой корм для стерилизованных кошек с цыпленком, 1,5 кг",1053732,839,839,AlphaPet,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-s-cyplenkom.html?offer=146223
130,"Science Plan Sensitive Stomach & Skin Сухой корм для кошек с чувствительным пищеварением и кожей, с курицей, 1,5 кг",1023787,2739,2739,Hill's,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/hills_suh_5kg_dlya_koshek_s_chuvstvitelnoy_kogey_i_geludkom_sensitivestomach_-_skin_1022815.html?offer=70056
131,"Science Plan Сухой корм для взрослых стерилизованных кошек и кастрированных котов, с курицей, 1,5 кг",1000111,1999,1999,Hill's,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Hills_suhoy_korm_dlya_kastrirovannyh_kotov_6_mes_6et.html?offer=46720
132,"Сухой корм для взрослых кошек с говядиной и печенью, 1,5 кг",1053738,1300,1300,AlphaPet,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-koshek-s-govyadinoy-i-pechenyu1.html?offer=146232
133,"UR ST/OX Urinary Сухой диетический корм для кошек при болезнях нижних отделов мочевыводящих путей, с океанической рыбой, 1,5 кг",1009557,2879,2879,PRO PLAN® Veterinary Diets,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Purina_Veterinary_Diets_UR_dieticheskiy_suhoy_korm_dlya_koshek_pri_MKB_s_okeanicheskoy_ryboy.html?offer=42555
134,"Kitten Development сухой корм для котят с курицей, 1,5 кг",1054017,995,995,UNICA,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-kotyat-s-kuricey.html?offer=146986
135,"OCEAN CAT корм сухой для взрослых кошек, с сельдью, тыквой и апельсином, 1,5кг",1050321,3425,3425,Farmina,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/farmina-n-d-oushen-ket-seld-tykva-i-apelsin-dlya-vzroslyh-koshek-300g.html?offer=137193
136,"OCEAN CAT корм сухой для взрослых кошек, с треской, спельтой, овсом и апельсином, 1,5кг",1050327,3425,3425,Farmina,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/farmina-n-d-oushen-ket-treska-spelta-oves-i-apelsin-dlya-vzroslyh-koshek-300g.html?offer=137205
137,"Diabetic DS46 корм для кошек при сахарном диабете, 1,5 кг",1000375,3155,3155,Royal Canin,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Royal_Canin_Diabetic_dieticheskiy_suhoy_korm_dlya_koshek_pri_saharnom_diabete.html?offer=42562
138,"Premium Cat Adult Chicken сухой корм для взрослых кошек с курицей, 2кг",1051386,1089,1089,Brit,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/premium-cat-adult-chicken-suhoy-korm-dlya-vzroslyh-koshek-s-kuricey-400g.html?offer=139519
139,"Kitten Maine Coon корм для котят породы мейн-кун в возрасте до 15 месяцев, 2 кг",1020331,2815,2815,Royal Canin,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Royal_Canin_suhoy_korm_dlya_kotyat_krupnyh_porod_Meyn_Kun_s_ptitsey.html?offer=43043
140,"DM ST/OX Diabetes Management Сухой диетический корм для кошек при сахарном диабете, 1,5 кг",1002270,3165,3165,PRO PLAN® Veterinary Diets,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Purina_Veterinary_Diets_DM_dieticheskiy_suhoy_korm_dlya_koshek_pri_diabete_pak__15kg_1002270.html?offer=42542
141,"Корм сухой для котят, с индейкой, 1,5 кг",1053759,852,852,Sirius,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-kotyat-s-indeykoy.html?offer=146270
142,"Prescription Diet c/d Multicare Urinary Stress Сухой диетический корм для кошек при профилактике цистита и мочекаменной болезни (мкб), в том числе вызванные стрессом, с курицей, 1,5 кг",1008091,3367,3367,Hill's,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Hills_CD_dieticheskiy_suhoy_korm_dlya_koshek_Urinary_Stress_kuritsey_1008091.html?offer=45824
143,"LiveClear Kitten сухой корм для котят для снижения количество аллергенов в шерсти с индейкой, 1,4 кг",1042264,2339,2339,PRO PLAN®,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/suhoy-korm-pro-plan-liveslear-dlya-kotyat-do-1-goda-s-vysokim-soderzhaniem-indeyki-paket-1-4-kg.html?offer=117439
144,"Prescription Diet c/d Multicare Stress and Metabolic Сухой диетический корм для кошек при профилактике цистита, вызванного стрессом и способствует снижению и контролю веса, с курицей, 1,5 кг",1031341,2700,2700,Hill's,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/hills-suh-1-5kg-dlya-koshek-metabolik-stress.html?offer=89553
145,"WOW Сухой корм для взрослых кошек с говядиной и печенью, 1,5 кг",1053731,859,859,AlphaPet,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-koshek-s-govyadinoy-i-pechenyu.html?offer=146221
146,"LiveClear Sterilised сухой корм для взрослых кошек для снижения количество аллергенов в шерсти с лососем, 1,4 кг",1042266,2339,2339,PRO PLAN®,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/suhoy-korm-pro-plan-liveclear-dlya-sterilizovannyh-koshek-i-kastrirovannyh-kotov-ot-1-goda-s-vysokim-soderzhaniem-lososya-paket-1-4-kg.html?offer=117443
147,"OM ST/OX Obesity Management Сухой диетический корм для кошек для снижения избыточной массы тела, 1,5 кг",1003030,3365,3365,PRO PLAN® Veterinary Diets,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Purina_Veterinary_Diets_OM_dieticheskiy_suhoy_korm_dlya_koshek_pri_ogirenii.html?offer=42550
148,"Sterilised сухой корм для взрослых кошек для стерилизованных с треской и форелью, 400 г",1038352,609,609,PRO PLAN®,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/proplan-cat-d-ster-treska-forel-400g.html?offer=108462
149,"Prescription Diet c/d Multicare Urinary Stress Сухой диетический корм для кошек при профилактике цистита и мочекаменной болезни (мкб), в том числе вызванные стрессом, с океанической рыбой, 1,5 кг",1052545,3367,3367,Hill's,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/pd-c-d-korm-d-kosh-stress-ryba-6h400g.html?offer=143075
150,"Nature Elements сухой корм для взрослых кошек для стерилизованных с курицей, 1,4 кг",1048572,1935,1935,PRO PLAN®,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/proplan-suh-1-4kg-d-kosh-nat-steril-kur.html?offer=131685
151,"Prescription Diet l/d Сухой диетический корм для кошек при заболеваниях печени, с курицей, 1,5 кг",1004602,3999,3999,Hill's,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Hills_LD_dieticheskiy_suhoy_korm_dlya_koshek_pri_zabolevaniyah_pecheni_1004602.html?offer=42600
152,"Original сухой корм для взрослых кошек для поддержания здоровья почек с курицей, 400 г",1000015,525,525,PRO PLAN®,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Pro_Plan_Adult_suhoy_korm_dlya_koshek_kuritsaris.html?offer=41888
153,"Hepatic HF26 корм для кошек при заболеваниях печени, 500 г",1009582,1149,1149,Royal Canin,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Royal_Canin_Hepatic_HF26_Feline_korm_suhoy_dieticheskiy_suhoy_korm_dlya_koshek_pri_boleznyah_pecheni.html?offer=48178
154,"Корм сухой для взрослых кошек, мясной рацион, 1,5 кг",1053758,1035,1035,Sirius,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-koshek-myasnoy-racion.html?offer=146268
155,"LiveClear Sterilised сухой корм для взрослых кошек для снижения количество аллергенов в шерсти с индейкой, 1,4 кг",1042265,2339,2339,PRO PLAN®,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/suhoy-korm-pro-plan-liveclear-dlya-sterilizovannyh-koshek-i-kastrirovannyh-kotov-ot-1-goda-s-vysokim-soderzhaniem-indeyki-paket-1-4-kg.html?offer=117441
156,"Natural Kitten Сухой корм для котят с цыпленком и коричневым рисом, 1,5 кг",1058748,1920,1920,Guabi Natural,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/suhoy-korm-dlya-kotyat-cyplenok-i-korichnevyy-ris-pak-1-5kg.html?offer=159390
157,"Veterinary Diets NF Renal Function Advanced care (Поздняя стадия) сухой корм для взрослых кошек для поддержания функции почек при хронической почечной недостаточности, 350 г",1054474,869,869,PRO PLAN® Veterinary Diets,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/veterinary-diets-nf-suhoy-korm-advanced-care-dlya-podderzhaniya-funkcii-pochek-na-pozdney-stadii-1-5kg.html?offer=148057
158,"Vet Life Neutered Male диетический сухой корм для стерилизованных котов, с курицей, 400г",1043173,753,753,Farmina,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/vet-life-natural-diet-cat-neutered-male-400-gr.html?offer=119995
159,"British Shorthair Kitten корм для британских короткошерстных котят в возрасте до 12 месяцев, 400 г",1016773,615,615,Royal Canin,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Royal_Canin_British_Shorthair_Kitten_korm_dlya_kotyat_porody_Britanskaya_korotkosherstnaya.html?offer=48201
160,"Science Plan Сухой корм для взрослых кошек для поддержания жизненной энергии и иммунитета, с уткой, 1,5 кг",1037158,1876,1876,Hill's,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/suhoy-korm-hills-science-plan-dlya-vzroslyh-koshek-dlya-podderzhaniya-zhiznennoy-energii-i-immuniteta-s-utkoy-300-g.html?offer=104635
161,"Сухой корм для котят с цыпленком, 1,5 кг",1053740,1605,1605,AlphaPet,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-kotyat-s-cyplenkom.html?offer=146235
162,"Корм сухой кошек Гастроинтестинал Хэирбол Контрол, 400 г",1040778,875,875,Royal Canin,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-koshek-gastrointestinal-heirbol-kontrol.html?offer=113375
163,"Science Plan Urinary Health Сухой корм для взрослых кошек, склонных к мочекаменной болезни, с курицей, 1,5 кг",1030636,2955,2955,Hill's,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/science-plan-sterilised-cat-urinary-health-korm-dlya-sterilizovannyhkoshek-s-kuricey.html?offer=86952
164,"Natural Cat Сухой корм для взрослых кошек с цыпленком и коричневым рисом, 1,5 кг",1058749,1920,1920,Guabi Natural,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/suhoy-korm-dlya-vzroslyh-koshek-cyplenok-i-korichnevyy-ris-pak-1-5kg.html?offer=159392
165,"Skin & Coat сухой корм для стерилизованных кошек с чувствительной кожей и шерстью, 1,5 кг",1037606,2425,2425,Royal Canin,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-skin-end-koat.html?offer=105703
166,"Delicate сухой корм для пожилых кошек при чувствительном пищеварении с индейкой, 1,5 кг",1033922,1869,1869,PRO PLAN®,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/proplan-suh-1-5kg-dlya-koshek-dlya-chuvstvitelnogo-pishchevareniya-7-sindeykoy.html?offer=93834
167,"Sterilised сухой корм для взрослых кошек для стерилизованных с говядиной и пшеницей, 3 кг",1054142,1560,1560,Purina ONE®,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-govyadina-i-pshenica.html?offer=147245
168,"Sterilised сухой корм для взрослых кошек для стерилизованных с лососем и пшеницей, 1,5 кг",1054140,850,850,Purina ONE®,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-losos-i-pshenica.html?offer=147242
169,"Adult Sterilized Lightness Сухой корм для стерилизованных кошек, с уткой, 1,5 кг",1056727,1185,1185,UNICA,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-laytness-s-utkoy-300-g.html?offer=155317
170,"WOW Сухой корм для взрослых кошек с уткой, 1,5 кг",1053734,835,835,AlphaPet,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-koshek-s-utkoy.html?offer=146226
171,"Prescription Diet k/d and Mobility Сухой диетический корм для кошек для поддержания здоровья почек и суставов, с курицей, 1,5 кг",1052552,4457,4457,Hill's,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/pd-k-d-mob-korm-d-kosh-poch-sustavy-6h1-5kg.html?offer=143089
172,"Корм сухой для стерилизованных кошек, с уткой и клюквой, 400 гр.",1053764,299,299,Sirius,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-s-utkoy-i-klyukvoy.html?offer=146277
173,"Light сухой корм для взрослых кошек при избыточном весе с индейкой, 1,5 кг",1005893,1869,1869,PRO PLAN®,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Pro_Planight_suhoy_korm_dlya_koshek_nizkokaloriynyy_indeykaris.html?offer=50341
174,"Корм сухой для взрослых кошек с лососем и рисом, 1,5 к",1053761,1025,1025,Sirius,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-vzroslyh-koshek-s-lososem-i-risom.html?offer=146273
175,"Sterilised сухой корм для котят для стерилизованных с лососем, 400 г",1039995,549,549,PRO PLAN®,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/pro-plan-sterilised-kitten-salmon-8x400g.html?offer=112317
176,"Urinary Care корм для взрослых кошек в целях профилактики мочекаменной болезни, 400г",1020022,685,685,Royal Canin,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-royal-kanin-dlya-koshek-urinari-pak-2-kg.html?offer=41162
177,"Prescription Diet k/d Сухой диетический корм для кошек при хронической болезни почек, с курицей, 3 кг",1052546,7185,7185,Hill's,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/pd-k-d-korm-d-kosh-d-pochek-4h3kg.html?offer=143077
178,"Sterilised сухой корм для взрослых кошек для стерилизованных с курицей и цельными злаками, 1,5 кг",1054139,850,850,Purina ONE®,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-kurica-i-zlaki.html?offer=147240
179,"Vet Life Neutered Female диетический сухой корм для стерилизованных кошек, с курицей, 400г",1043174,753,753,Farmina,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/vet-life-natural-diet-cat-neutered-female-400-gr.html?offer=119997
180,"Корм сухой для стерилизованных кошек с кроликом 1,5 кг",1053474,989,989,Grand Prix,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-sterilizovannyh-koshek-s-krolikom1.html?offer=145545
181,"Natural Cat Сухой корм для стерилизованных кошек с цыпленком и коричневым рисом, 1,5 кг",1058751,1920,1920,Guabi Natural,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/suhoy-korm-dlya-sterilizovannyh-koshek-cyplenok-i-korichnevyy-ris-pak-1-5kg.html?offer=159396
182,"Persian Adult корм для персидских кошек старше 12 месяцев, 2 кг",1002778,2859,2859,Royal Canin,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Royal_Canin_Persian_korm_suhoy_dlya_persidskih_koshek.html?offer=41930
183,"Natural Cat Сухой корм для стерилизованных кошек с лососем и ячменем, 1,5 кг",1058752,1920,1920,Guabi Natural,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/suhoy-korm-dlya-sterilizovannyh-koshek-losos-i-yachmen-pak-1-5kg.html?offer=159398
184,"Science Plan Culinary Creations Сухой корм для взрослых кошек для поддержания жизненной энергии и иммунитета, с лососем и морковью, 1,5 кг",1058686,1968,1968,Hill's,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-s-lososem-i-morkovyu-pak-1-5kg.html?offer=159179
185,"HP ST/OX Сухой диетический корм для кошек при хронической печеночной недостаточности, 1,5 кг",1015901,3347,3347,PRO PLAN® Veterinary Diets,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Purina_Veterinary_Diets_HP_dieticheskiy_suhoy_korm_dlya_koshek_patologiya_pecheni_15_kg_1015901.html?offer=48533
186,"Housecat сухой корм для взрослых кошек при домашнем образе жизни с индейкой и цельными злаками, 3 кг",1054141,1560,1560,Purina ONE®,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-domashnih-koshek-indeyka-i-zlaki.html?offer=147243
187,"Prescription Diet j/d Сухой диетический корм для кошек способствует поддержанию здоровья и подвижности суставов, с курицей, 1,5 кг",1052518,3907,3907,Hill's,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/pd-j-d-korm-d-kosh-d-sustav-6h1-5kg.html?offer=143031
188,"Science Plan Сухой корм для котят для здорового роста и развития, с тунцом, 300 гр.",1037140,360,360,Hill's,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Hills_suhoy_korm_dlya_kotyat_i_beremennyh_koshek_tunets.html?offer=104603
189,"Science Plan Сухой корм для взрослых кошек для поддержания жизненной энергии и иммунитета, с тунцом, 1,5 кг",1037139,2345,2345,Hill's,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Hills_Standard_suhoy_korm_dlya_koshek_tunets.html?offer=104601
190,"Kitten Sterilised корм сухой для котят от 6-12 месяцев, 2 кг",1029490,2375,2375,Royal Canin,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-kotyat-royal-kanin-sterilayzd-pak-400-g.html?offer=84509
191,"Adult Sterilized/Weight Control корм для стерилизованных кошек и кошек с избыточным весом старше 1 года, с курицей, 400 г",1002599,395,395,Eukanuba,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Eukanuba_Adultight_suhoy_korm_dlya_vzroslyh_sterilizovannyh_koshek_i_koshek_s_izbytochnym_vesom.html?offer=45658
192,"Indoor 7+ корм для пожилых домашних кошек старше 7 лет, 1,5 кг",1005390,1905,1905,Royal Canin,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Royal_Canin_Indoor_Mature_27_korm_dlya_domashnih_koshek_starshe_7let.html?offer=41945
193,"Science Plan Perfect Digestion Сухой корм для кошек для поддержания здоровья пищеварения и питания микробиома, с курицей и коричневым рисом, 1.5 кг",1049980,2385,2385,Hill's,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/sp-korm-d-kosh-ideal-pishchevarenie-1-5kg.html?offer=135932
194,"Original сухой корм для взрослых кошек для поддержания здоровья органов чувств с лососем, 1,5 кг",1004623,1775,1775,PRO PLAN®,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/Pro_Plan_Adult_suhoy_korm_dlya_koshekososris.html?offer=41892
195,"Корм сухой для котят с лососем 1,5 кг",1053472,889,889,Grand Prix,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-kotyat-s-lososem.html?offer=145541
196,"Light Weight Care корм сухой для кошек, склонных к набору лишнего веса, 3 кг",1042213,4485,4485,Royal Canin,https://4lapy.ru/catalog/koshki/korm-koshki/sukhoy/korm-suhoy-dlya-koshek-layt-veyt-kea.html?offer=117270
